id,pose_type,coordinate_frame,units,quaternion_order,scanner_forward_axis,scanner_up_axis,viewpoint_quaternion_meaning,x,y,z,qw,qx,qy,qz
0,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-1,0.75,0,0,0,1
1,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.6666666667,0.75,0,0,0,1
2,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.3333333333,0.75,0,0,0,1
3,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0,0.75,0,0,0,1
4,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.3333333333,0.75,0,0,0,1
5,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.6666666667,0.75,0,0,0,1
6,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,1,0.75,0,0,0,1
7,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-1,0.8642857143,0,0,0,1
8,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.6666666667,0.8642857143,0,0,0,1
9,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.3333333333,0.8642857143,0,0,0,1
10,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0,0.8642857143,0,0,0,1
11,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.3333333333,0.8642857143,0,0,0,1
12,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.6666666667,0.8642857143,0,0,0,1
13,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,1,0.8642857143,0,0,0,1
14,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-1,0.9785714286,0,0,0,1
15,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.6666666667,0.9785714286,0,0,0,1
16,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.3333333333,0.9785714286,0,0,0,1
17,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0,0.9785714286,0,0,0,1
18,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.3333333333,0.9785714286,0,0,0,1
19,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.6666666667,0.9785714286,0,0,0,1
20,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,1,0.9785714286,0,0,0,1
21,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-1,1.092857143,0,0,0,1
22,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.6666666667,1.092857143,0,0,0,1
23,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.3333333333,1.092857143,0,0,0,1
24,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0,1.092857143,0,0,0,1
25,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.3333333333,1.092857143,0,0,0,1
26,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.6666666667,1.092857143,0,0,0,1
27,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,1,1.092857143,0,0,0,1
28,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-1,1.207142857,0,0,0,1
29,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.6666666667,1.207142857,0,0,0,1
30,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.3333333333,1.207142857,0,0,0,1
31,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0,1.207142857,0,0,0,1
32,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.3333333333,1.207142857,0,0,0,1
33,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.6666666667,1.207142857,0,0,0,1
34,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,1,1.207142857,0,0,0,1
35,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-1,1.321428571,0,0,0,1
36,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.6666666667,1.321428571,0,0,0,1
37,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.3333333333,1.321428571,0,0,0,1
38,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0,1.321428571,0,0,0,1
39,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.3333333333,1.321428571,0,0,0,1
40,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.6666666667,1.321428571,0,0,0,1
41,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,1,1.321428571,0,0,0,1
42,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-1,1.435714286,0,0,0,1
43,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.6666666667,1.435714286,0,0,0,1
44,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-0.3333333333,1.435714286,0,0,0,1
45,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0,1.435714286,0,0,0,1
46,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.3333333333,1.435714286,0,0,0,1
47,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,0.6666666667,1.435714286,0,0,0,1
48,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,1,1.435714286,0,0,0,1
49,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.8,-1,1.55,0,0,0,1
50,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,-1,0.75,1,0,0,0
51,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,-0.6666666667,0.75,1,0,0,0
52,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,-0.3333333333,0.75,1,0,0,0
53,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,0,0.75,1,0,0,0
54,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,0.3333333333,0.75,1,0,0,0
55,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,0.6666666667,0.75,1,0,0,0
56,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,1,0.75,1,0,0,0
57,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,-1,0.8642857143,1,0,0,0
